IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.33,41636,18.184.104.180,80,6,7.0,570,12815,6,12,27,1610,1,injection
192.168.1.36,34396,192.168.1.190,80,6,7.0,527,2525,5,6,27,9777,1,injection
192.168.1.31,44994,192.168.1.152,80,6,7.0,427,3700,2,5,25,58,1,scanning
192.168.1.195,5353,224.0.0.251,5353,17,8.0,554,0,6,0,0,5,0,Benign
192.168.1.33,53298,192.168.1.152,80,6,7.0,566,3760,5,6,27,15,1,password
192.168.1.37,8080,192.168.1.193,56093,6,131.0,208,200,2,1,24,49,0,Benign
192.168.1.30,36554,18.184.104.180,80,6,7.0,585,12867,6,13,27,1503,1,injection
192.168.1.33,60954,192.168.1.1,53,17,5.0,130,146,2,2,0,2,1,injection
192.168.1.38,55422,52.59.177.21,80,6,7.178,639,12815,7,12,27,1724,1,injection
192.168.1.31,58234,192.168.1.184,443,6,91.0,292,60,5,1,18,7262,1,ddos
192.168.1.36,35634,192.168.1.152,80,6,7.0,690,3760,3,6,27,778,1,xss
192.168.1.31,43860,192.168.1.152,80,6,7.0,112,60,2,1,18,22,1,injection
192.168.1.30,59492,192.168.1.184,80,6,7.0,391,271,4,3,26,2,1,ddos
192.168.1.184,443,192.168.1.31,59588,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.184,443,192.168.1.30,37024,6,91.0,52,52,1,1,17,12,0,Benign
192.168.1.190,32852,192.26.92.30,53,17,5.0,76,460,1,1,0,23,0,Benign
192.168.1.184,443,192.168.1.30,43464,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.31,36260,192.168.1.1,53,17,5.0,71,71,1,1,0,1,1,ddos
192.168.1.38,32984,192.168.1.190,80,6,7.0,580,2239,5,6,27,96,1,ddos
192.168.1.33,47220,192.168.1.184,443,6,91.0,1195,7589,11,11,31,198,1,injection
192.168.1.33,60652,192.168.1.195,80,6,7.0,502,644,4,3,25,234,1,password
192.168.1.193,62583,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10167,1,backdoor
192.168.1.31,58214,192.168.1.184,443,6,91.0,112,60,2,1,18,66,1,ddos
192.168.1.184,443,192.168.1.31,56934,6,91.0,52,52,1,1,17,61,0,Benign
192.168.1.35,48100,192.168.1.190,80,6,7.0,485,2179,4,5,25,27,1,xss
192.168.1.31,36196,18.184.104.180,80,6,7.0,620,12815,6,12,27,1721,1,injection
192.168.1.30,60668,192.168.1.152,80,6,7.0,518,3812,5,7,27,235,1,password
192.168.1.30,35804,192.168.1.152,80,6,7.0,494,708,4,3,27,1076,1,password
192.168.1.30,50776,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.33,58128,192.168.1.152,80,6,7.0,547,3812,6,7,27,53,1,password
192.168.1.31,39494,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.193,49478,192.168.1.195,5357,6,7.0,1254,2630,7,6,27,0,0,Benign
192.168.1.31,60891,192.168.1.1,53,17,5.0,71,71,1,1,0,5,1,scanning
192.168.1.195,50828,192.168.1.1,49152,6,0.0,96020,423501,1758,4803,31,31614,0,Benign
192.168.1.36,45002,192.168.1.152,80,6,7.0,513,3760,5,6,27,161,1,injection
192.168.1.36,50760,192.168.1.195,80,6,7.0,498,2163,6,5,27,291,1,xss
192.168.1.31,49575,192.168.1.1,53,17,5.0,71,71,1,1,0,2,1,dos
192.168.1.30,60246,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,58652,192.168.1.190,80,6,7.0,112,60,2,1,18,19,1,password
192.168.1.31,32962,192.168.1.190,80,6,7.0,112,60,2,1,18,5,1,scanning
192.168.1.35,49660,192.168.1.184,443,6,91.0,1155,7537,10,10,31,311,1,injection
192.168.1.31,45050,192.168.1.190,80,6,7.0,112,60,2,1,18,12,1,injection
192.168.1.184,443,192.168.1.31,35628,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,43362,192.168.1.152,80,6,7.0,333,3700,2,5,25,103,1,ddos
192.168.1.36,49168,192.168.1.152,80,6,7.0,605,3760,5,6,27,240,1,injection
192.168.1.33,56148,192.168.1.184,443,6,91.0,1115,7589,9,11,31,100,1,injection
192.168.1.31,41925,192.168.1.1,53,17,5.0,67,67,1,1,0,2,1,dos
192.168.1.33,42594,192.168.1.184,443,6,91.0,1155,7537,10,10,31,401,1,injection
192.168.1.31,55272,192.168.1.194,80,6,7.0,216,180,4,3,18,10096,1,ddos
192.168.1.31,56906,192.168.1.184,80,6,7.0,495,323,6,4,27,340,1,ddos
192.168.1.31,47010,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,54404,192.168.1.152,80,6,7.0,650,3760,7,6,27,65,1,injection
192.168.1.193,61051,8.8.8.8,53,17,5.178,75,91,1,1,0,225,0,Benign
192.168.1.30,37062,192.168.1.184,443,6,91.0,60,60,1,1,18,0,1,ddos
192.168.1.36,53594,192.168.1.190,80,6,7.0,673,2239,6,6,27,339,1,injection
192.168.1.31,39644,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.35,40058,192.168.1.195,80,6,7.0,479,2052,5,5,27,321,1,xss
192.168.1.30,36608,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,37332,192.168.1.190,80,6,7.0,465,2127,3,4,25,0,1,injection
192.168.1.31,50417,192.168.1.1,53,17,5.0,130,146,2,2,0,6,1,injection
192.168.1.152,80,192.168.1.31,40546,6,7.0,112,104,2,2,19,20057,0,Benign
192.168.1.180,57098,199.15.83.22,43,6,170.0,232,225,4,4,30,51,0,Benign
192.168.1.36,47856,192.168.1.152,80,6,7.0,772,3812,5,7,27,192,1,injection
192.168.1.33,38084,18.184.104.180,80,6,7.0,655,12815,6,12,27,1562,1,injection
192.168.1.33,8080,192.168.1.193,49403,6,131.0,208,200,2,1,24,54,0,Benign
192.168.1.30,60166,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.31,35015,192.168.1.1,53,17,5.0,63,95,1,1,0,0,1,dos
192.168.1.1,55673,192.168.1.195,56281,17,12.0,629,0,2,0,0,0,0,Benign
192.168.1.36,59570,192.168.1.190,80,6,7.0,112,2187,2,5,27,150,1,injection
192.168.1.31,60662,192.168.1.184,443,6,91.0,878,1681,8,5,26,322,1,ddos
192.168.1.31,42756,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.33,48362,192.168.1.195,80,6,7.0,458,2163,5,5,27,235,1,injection
192.168.1.31,37832,192.168.1.184,80,6,7.0,536,387,6,4,27,37,1,ddos
192.168.1.36,52846,192.168.1.152,80,6,7.0,479,3760,5,6,27,1289,1,injection
192.168.1.38,42502,192.168.1.184,443,6,91.0,1113,2215,8,8,31,185,1,ddos
192.168.1.36,57330,192.168.1.190,80,6,7.0,528,2239,5,6,27,2072,1,injection
192.168.1.31,52866,192.168.1.194,80,6,7.0,164,180,3,3,18,9791,1,ddos
192.168.1.38,60482,192.168.1.190,80,6,7.0,580,164,5,3,27,127,1,injection
192.168.1.33,48352,192.168.1.190,80,6,7.0,635,2239,6,6,27,60,1,injection
192.168.1.31,49988,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.33,36068,192.168.1.195,80,6,7.0,501,696,5,4,27,206,1,password
192.168.1.184,443,192.168.1.31,52668,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,42024,192.168.1.190,80,6,7.0,164,112,3,2,19,226,1,injection
192.168.1.33,47200,192.168.1.195,80,6,7.0,458,2163,5,5,27,406,1,password
192.168.1.31,42170,192.168.1.184,443,6,91.0,838,4537,7,13,26,13950,1,ddos
192.168.1.33,35878,192.168.1.190,80,6,7.0,667,2239,6,6,27,67,1,injection
192.168.1.31,55236,192.168.1.152,80,6,7.0,479,3760,5,6,27,1161,1,injection
192.168.1.38,46554,192.168.1.190,80,6,7.0,216,112,4,2,19,555,1,injection
192.168.1.31,46972,18.184.104.180,80,6,7.0,586,12815,6,12,27,1703,1,injection
192.168.1.31,59440,192.168.1.184,80,6,7.0,104,52,2,1,17,0,1,ddos
192.168.1.33,53522,18.184.104.180,80,6,7.0,625,12815,6,12,27,1675,1,injection
192.168.1.31,54924,192.168.1.194,80,6,7.0,216,180,4,3,18,9777,1,ddos
192.168.1.38,45976,192.168.1.190,80,6,7.0,613,2239,5,6,27,355,1,injection
192.168.1.30,53308,192.168.1.190,80,6,7.0,752,2239,5,6,27,139,1,ddos
192.168.1.31,48198,192.168.1.190,80,6,7.0,60,0,1,0,2,0,1,password
192.168.1.30,58086,192.168.1.152,80,6,7.0,164,112,3,2,19,355,1,scanning
192.168.1.36,56198,192.168.1.152,80,6,7.0,847,3752,5,6,27,343,1,injection
192.168.1.36,50680,192.168.1.195,80,6,7.0,458,2163,5,5,27,410,1,xss
192.168.1.31,39250,192.168.1.1,53,17,5.0,67,67,1,1,0,2,1,ddos
192.168.1.35,44172,192.168.1.190,80,6,7.0,629,2239,6,6,27,91,1,password
192.168.1.31,55754,192.168.1.190,80,6,7.0,739,2179,3,5,27,133,1,injection
192.168.1.31,48840,192.168.1.152,80,6,7.0,472,3700,3,5,25,28,1,ddos
192.168.1.31,57405,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.31,56632,192.168.1.190,80,6,7.0,444,2187,3,5,27,355,1,ddos
192.168.1.30,59830,192.168.1.190,80,6,7.0,216,2239,4,6,27,265,1,injection
192.168.1.38,34540,192.168.1.152,80,6,7.0,631,3812,7,7,27,515,1,ddos
192.168.1.31,60710,192.168.1.152,80,6,7.0,521,3760,5,6,27,69,1,password
192.168.1.31,40268,192.168.1.184,443,6,91.0,112,60,2,1,18,1,1,ddos
192.168.1.36,35816,192.168.1.152,80,6,7.0,395,164,3,3,26,5266,1,injection
192.168.1.79,0,239.255.255.250,0,2,82.0,32,0,1,0,0,0,0,Benign
192.168.1.33,51090,192.168.1.184,443,6,91.0,1350,2215,9,8,31,315,1,injection
192.168.1.195,62672,192.168.1.1,41952,6,7.0,518,4350,7,9,27,14,0,Benign
192.168.1.30,56269,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.38,43386,192.168.1.195,80,6,7.0,530,696,5,4,27,186,1,injection
192.168.1.30,53188,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.31,45128,192.168.1.194,80,6,7.0,216,180,4,3,18,9752,1,ddos
192.168.1.36,54616,52.59.177.21,80,6,7.178,651,12815,7,12,27,1693,1,injection
192.168.1.33,47940,192.168.1.190,80,6,7.0,542,2239,5,6,27,95,1,password
192.168.1.190,60007,156.154.101.3,53,17,5.0,74,651,1,1,0,12,0,Benign
192.168.1.30,57922,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.35,44766,192.168.1.190,80,6,7.0,586,2239,6,6,27,78,1,password
192.168.1.31,57224,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,47426,192.168.1.195,80,6,7.0,458,2163,5,5,27,122,1,password
192.168.1.31,33618,192.168.1.152,80,6,7.0,511,3812,5,7,27,93,1,password
192.168.1.30,43062,192.168.1.190,80,6,7.0,456,112,4,2,27,206,1,password
192.168.1.31,55010,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.38,34098,192.168.1.152,80,6,7.0,494,3812,5,7,27,318,1,injection
192.168.1.31,51230,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,38954,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,60134,192.168.1.195,80,6,7.0,458,2163,5,5,27,264,1,password
192.168.1.169,0,239.255.255.250,0,2,82.0,32,0,1,0,0,0,0,Benign
192.168.1.184,443,192.168.1.31,53074,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,44664,192.168.1.184,443,6,91.0,1115,7641,9,12,31,433,1,injection
192.168.1.31,40362,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,57276,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.38,34878,192.168.1.195,80,6,7.0,459,696,5,4,27,195,1,injection
192.168.1.33,8080,192.168.1.193,49362,6,131.0,208,200,2,1,24,53,0,Benign
192.168.1.33,58968,192.168.1.195,80,6,7.0,458,2203,5,6,27,448,1,injection
192.168.1.195,61574,239.255.255.250,3702,17,153.0,8864,0,8,0,0,1156,0,Benign
192.168.1.152,80,192.168.1.31,59018,6,7.0,52,52,1,1,17,0,0,Benign
192.168.1.31,57374,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,55038,192.168.1.190,80,6,7.0,514,2239,5,6,27,273,1,injection
192.168.1.36,50321,192.168.1.1,53,17,5.0,136,386,2,2,0,60,1,injection
192.168.1.184,443,192.168.1.30,43596,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.79,36007,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.193,50847,192.168.1.195,5357,6,7.0,1254,2630,7,6,27,0,0,Benign
192.168.1.36,55630,192.168.1.152,80,6,7.0,504,3760,5,6,27,64,1,xss
192.168.1.33,60054,52.59.177.21,80,6,7.178,521,12815,5,12,27,1614,1,injection
192.168.1.184,443,192.168.1.31,46276,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,54954,192.168.1.195,80,6,7.0,481,696,5,4,27,461,1,password
192.168.1.30,57056,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,56934,192.168.1.190,80,6,7.0,626,2239,6,6,27,70,1,scanning
192.168.1.195,53113,192.168.1.79,9197,6,7.0,626,22998,10,20,27,49,0,Benign
192.168.1.31,47232,192.168.1.152,80,6,7.0,112,0,2,0,18,15,1,ddos
192.168.1.30,50752,192.168.1.152,80,6,7.0,112,52,2,1,18,206,1,injection
192.168.1.31,49686,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,52648,192.168.1.152,80,6,7.0,216,112,4,2,19,1282,1,xss
192.168.1.36,49856,52.59.177.21,80,6,7.178,725,12815,5,12,27,2039,1,injection
192.168.1.31,40544,192.168.1.194,80,6,7.0,276,180,5,3,18,11583,1,ddos
192.168.1.36,42242,192.168.1.152,80,6,7.0,534,3812,5,7,27,187,1,injection
192.168.1.184,443,192.168.1.30,40452,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.33,38458,52.59.177.21,80,6,7.178,575,12815,6,12,27,1741,1,injection
192.168.1.31,48922,192.168.1.152,80,6,7.0,535,3812,5,7,27,61,1,password
192.168.1.36,56564,192.168.1.152,80,6,7.0,586,3760,5,6,27,206,1,xss
192.168.1.184,443,192.168.1.30,33864,6,91.0,52,52,1,1,17,8,0,Benign
192.168.1.36,39346,192.168.1.152,80,6,7.0,60,0,1,0,2,0,1,xss
192.168.1.33,39144,192.168.1.195,80,6,7.0,458,2203,5,6,27,418,1,password
192.168.1.193,62103,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10088,1,backdoor
192.168.1.190,80,192.168.1.30,55302,6,7.0,112,499,2,4,27,412,0,Benign
192.168.1.31,57576,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,53780,192.168.1.190,80,6,7.0,52,0,1,0,16,0,1,password
192.168.1.38,44710,192.168.1.195,80,6,7.0,458,2163,5,5,27,1036,1,injection
192.168.1.31,37024,192.168.1.195,80,6,7.0,498,2203,6,6,27,346,1,scanning
192.168.1.37,8080,192.168.1.193,56069,6,131.0,208,200,2,1,24,56,0,Benign
192.168.1.38,43040,192.168.1.195,80,6,7.0,458,2163,5,5,27,661,1,injection
192.168.1.184,443,192.168.1.30,38500,6,91.0,52,52,1,1,17,34,0,Benign
192.168.1.33,38668,52.59.177.21,80,6,7.178,503,12815,5,12,27,1723,1,injection
192.168.1.36,39498,192.168.1.152,80,6,7.0,495,3760,5,6,27,50,1,xss
192.168.1.1,51875,192.168.1.193,50511,17,12.0,362,0,1,0,0,0,0,Benign
192.168.1.31,43000,192.168.1.190,80,6,7.0,112,60,2,1,18,34,1,ddos
192.168.1.152,80,192.168.1.31,40214,6,7.0,60,52,1,1,18,0,0,Benign
192.168.1.35,51768,192.168.1.195,80,6,7.0,460,696,5,4,27,316,1,password
192.168.1.31,60250,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.38,38030,52.59.177.21,80,6,7.178,502,12815,5,12,27,1759,1,injection
192.168.1.184,443,192.168.1.30,43508,6,91.0,52,52,1,1,17,10,0,Benign
192.168.1.33,49982,192.168.1.184,443,6,91.0,1075,2215,8,8,31,396,1,injection
192.168.1.36,53056,192.168.1.195,80,6,7.0,458,2203,5,6,27,476,1,injection
192.168.1.30,48538,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.36,48796,192.168.1.190,80,6,7.0,523,2179,4,5,25,43,1,injection
192.168.1.31,43816,192.168.1.190,80,6,7.0,598,2187,5,5,27,238,1,injection
192.168.1.36,50346,192.168.1.190,80,6,7.0,566,2239,5,6,27,163,1,injection
192.168.1.33,55448,192.168.1.195,80,6,7.0,458,2163,5,5,27,313,1,password
192.168.1.36,54348,192.168.1.152,80,6,7.0,526,3760,5,6,27,195,1,xss
192.168.1.38,47094,192.168.1.184,443,6,91.0,1874,2625,11,13,31,1145,1,ddos
192.168.1.30,57374,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.36,53644,192.168.1.184,443,6,91.0,1374,2215,8,8,31,102,1,injection
192.168.1.31,49676,192.168.1.190,80,6,7.0,112,60,2,1,18,3,1,ddos
192.168.1.30,40424,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.36,57858,192.168.1.152,80,6,7.0,509,3760,4,6,27,356,1,xss
192.168.1.30,38290,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,34602,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.195,61574,239.255.255.250,3702,17,153.0,8864,0,8,0,0,865,0,Benign
192.168.1.30,43872,192.168.1.190,80,6,7.0,112,60,2,1,18,51,1,password
192.168.1.30,53632,192.168.1.195,80,6,7.0,483,696,5,4,27,247,1,injection
192.168.1.31,54212,192.168.1.190,80,6,7.0,112,60,2,1,18,17,1,ddos
192.168.1.30,38946,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,52082,192.168.1.152,80,6,7.0,573,3812,6,7,27,56,1,ddos
192.168.1.31,54880,192.168.1.190,80,6,7.0,292,60,5,1,18,9911,1,injection
192.168.1.33,35942,192.168.1.195,80,6,7.0,545,696,5,4,27,317,1,injection
192.168.1.184,443,192.168.1.30,47546,6,91.0,52,52,1,1,17,19,0,Benign
192.168.1.36,41784,18.184.104.180,80,6,7.0,548,12815,6,12,27,1622,1,injection
192.168.1.33,53326,192.168.1.195,80,6,7.0,458,2163,5,5,27,265,1,injection
192.168.1.31,34682,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,58550,192.168.1.195,80,6,7.0,458,2163,5,5,27,156,1,injection
192.168.1.36,53594,192.168.1.184,443,6,91.0,941,2155,6,7,29,16,1,injection
192.168.1.30,34118,192.168.1.190,80,6,7.0,164,60,3,1,19,1365,1,ddos
192.168.1.30,53396,192.168.1.195,80,6,7.0,458,2163,5,5,27,218,1,injection
192.168.1.184,443,192.168.1.30,40562,6,91.0,52,52,1,1,17,23,0,Benign
192.168.1.33,40286,192.168.1.190,80,6,7.0,603,2239,6,6,27,133,1,injection
192.168.1.35,39532,192.168.1.190,80,6,7.0,540,2239,5,6,27,77,1,injection
192.168.1.190,59842,199.7.91.13,53,17,5.0,75,1203,1,1,0,12,0,Benign
192.168.1.33,57070,18.184.104.180,80,6,7.0,611,12815,6,12,27,1623,1,injection
192.168.1.190,45039,204.13.251.34,53,17,5.12,78,166,1,1,0,22,0,Benign
192.168.1.31,58488,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,58524,192.168.1.152,80,6,7.0,669,3752,3,6,25,15,1,injection
192.168.1.31,44488,192.168.1.195,80,6,7.0,493,696,5,4,27,156,1,injection
192.168.1.31,33884,192.168.1.190,80,6,7.0,112,0,2,0,18,215,1,ddos
192.168.1.36,52510,192.168.1.195,80,6,7.0,458,2163,5,5,27,386,1,xss
192.168.1.30,33164,192.168.1.152,80,6,7.0,327,3708,2,5,27,157,1,injection
192.168.1.31,54696,192.168.1.190,80,6,7.0,806,2239,6,6,27,81,1,ddos
192.168.1.36,49944,52.59.177.21,80,6,7.178,268,12755,5,11,27,2028,1,injection
192.168.1.30,60350,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,54710,192.168.1.194,80,6,7.0,216,180,4,3,18,9969,1,ddos
192.168.1.33,36738,192.168.1.190,80,6,7.0,517,2239,5,6,27,38,1,injection
192.168.1.36,34788,192.168.1.152,80,6,7.0,541,0,1,0,24,0,1,injection
192.168.1.30,43514,192.168.1.194,80,6,7.0,268,240,5,4,18,21599,1,ddos
192.168.1.152,80,192.168.1.31,49394,6,7.0,52,52,1,1,17,0,0,Benign
192.168.1.36,46674,192.168.1.195,80,6,7.0,458,2163,5,5,27,292,1,injection
192.168.1.195,63802,192.168.1.1,49152,6,7.0,455,1255,6,6,27,0,0,Benign
192.168.1.184,443,192.168.1.30,60266,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,38658,192.168.1.190,80,6,7.0,112,60,2,1,18,40,1,injection
192.168.1.36,41756,192.168.1.190,80,6,7.0,559,164,5,3,27,484,1,injection
192.168.1.30,34478,192.168.1.184,443,6,91.0,700,1570,5,11,26,15545,1,ddos
192.168.1.193,53300,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10112,1,backdoor
192.168.1.31,46886,192.168.1.190,80,6,7.0,752,2239,5,6,27,11,1,password
192.168.1.33,45194,192.168.1.195,80,6,7.0,458,2163,5,5,27,280,1,injection
192.168.1.30,49102,192.168.1.184,80,6,7.0,551,323,6,4,27,88,1,ddos
192.168.1.31,37888,192.168.1.190,80,6,7.0,538,2239,5,6,27,186,1,ddos
192.168.1.79,38479,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.33,34780,192.168.1.152,80,6,7.0,509,3812,5,7,27,0,1,injection
192.168.1.31,37166,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.35,58714,192.168.1.195,80,6,7.0,487,696,5,4,27,375,1,xss
192.168.1.30,34018,192.168.1.194,80,6,7.0,164,120,3,2,18,3642,1,ddos
192.168.1.30,59536,192.168.1.195,80,6,7.0,458,2163,5,5,27,295,1,password
192.168.1.184,443,192.168.1.31,43966,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.30,50806,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.36,46022,192.168.1.184,443,6,91.0,1115,7589,9,11,31,102,1,injection
192.168.1.31,36708,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,37454,192.168.1.190,80,6,7.0,541,2239,5,6,27,102,1,ddos
192.168.1.38,36452,192.168.1.152,80,6,7.0,540,3812,6,7,27,423,1,injection
192.168.1.30,55836,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,42696,6,91.0,52,52,1,1,17,48,0,Benign
192.168.1.36,51614,192.168.1.195,80,6,7.0,458,2163,5,5,27,492,1,injection
192.168.1.36,59066,192.168.1.190,80,6,7.0,511,2179,5,5,27,338,1,injection
192.168.1.38,51988,192.168.1.184,443,6,91.0,1115,7589,9,11,31,116,1,ddos
192.168.1.184,443,192.168.1.30,37060,6,91.0,178,0,2,0,25,28673,0,Benign
192.168.1.30,33790,192.168.1.184,443,6,91.0,112,60,2,1,18,53,1,ddos
192.168.1.33,54232,192.168.1.190,80,6,7.0,638,2187,7,5,27,66,1,injection
192.168.1.31,53092,192.168.1.194,80,6,7.0,276,180,5,3,18,10225,1,ddos
192.168.1.31,53956,192.168.1.194,80,6,7.0,216,240,4,4,18,22248,1,ddos
192.168.1.36,51704,192.168.1.152,80,6,7.0,582,3760,5,6,27,61,1,injection
192.168.1.184,443,192.168.1.30,57750,6,91.0,52,52,1,1,17,11,0,Benign
192.168.1.30,47208,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,37404,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,38552,192.168.1.195,80,6,7.0,476,696,5,4,27,73,1,injection
192.168.1.30,54804,176.28.50.165,80,6,7.0,104,52,2,1,17,361,1,injection
192.168.1.30,55060,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,33924,52.59.177.21,80,6,7.178,603,12815,6,12,27,1566,1,injection
192.168.1.30,55888,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,58962,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.190,80,192.168.1.30,42398,6,7.0,4932,0,5,0,25,29258,0,Benign
192.168.1.38,53952,192.168.1.190,80,6,7.0,511,2239,5,6,27,32,1,injection
192.168.1.194,80,192.168.1.30,49134,6,7.0,120,104,2,2,18,6110,0,Benign
192.168.1.31,59452,192.168.1.190,80,6,7.0,568,2239,5,6,27,183,1,ddos
192.168.1.30,47394,192.168.1.184,80,6,7.0,558,323,6,4,27,181,1,ddos
192.168.1.36,44146,192.168.1.190,80,6,7.0,216,2239,4,6,27,852,1,xss
192.168.1.33,46948,192.168.1.195,80,6,7.0,418,2111,4,4,27,327,1,injection
192.168.1.31,56114,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.35,59408,192.168.1.184,443,6,91.0,1043,7581,8,11,29,87,1,injection
192.168.1.31,56954,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,38562,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.190,80,192.168.1.36,52648,6,7.0,2179,0,5,0,25,61,0,Benign
192.168.1.33,49992,192.168.1.190,80,6,7.0,502,2239,5,6,27,135,1,injection
192.168.1.30,40834,52.59.177.21,80,6,7.178,676,12755,4,11,27,2209,1,injection
192.168.1.184,443,192.168.1.30,36556,6,91.0,586,0,7,0,25,31290,0,Benign
192.168.1.31,58552,192.168.1.195,80,6,7.0,476,696,5,4,27,288,1,injection
192.168.1.31,59548,192.168.1.184,443,6,91.0,112,60,2,1,18,4,1,ddos
192.168.1.38,53946,192.168.1.152,80,6,7.0,216,112,4,2,19,13462,1,ddos
192.168.1.30,60999,192.168.1.1,53,17,5.0,67,67,1,1,0,2,1,ddos
192.168.1.37,8080,192.168.1.193,56093,6,131.0,208,200,2,1,24,53,0,Benign
192.168.1.35,55382,176.28.50.165,80,6,7.0,216,112,4,2,19,1044,1,xss
192.168.1.190,57621,198.41.0.4,53,17,5.0,56,1125,1,1,0,120,0,Benign
192.168.1.30,43882,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,38986,176.28.50.165,80,6,7.0,474,2816,5,6,27,994,1,injection
192.168.1.38,43544,192.168.1.195,80,6,7.0,498,696,5,4,27,139,1,password
192.168.1.30,58352,192.168.1.152,80,6,7.0,477,3708,5,5,27,195,1,injection
